1	1	2142.56
1	2	2220.74
1	3	2394.47
1	4	1607.59
1	5	1633.53
1	6	1634.27
2	1	848.74
2	2	861.00
2	3	860.29
2	4	866.05
2	5	871.18
2	6	857.34
3	1	601.04
3	2	585.15
3	3	601.27
3	4	598.57
3	5	609.55
3	6	602.69
4	1	475.64
4	2	475.55
4	3	474.76
4	4	471.10
4	5	470.81
4	6	474.48
5	1	427.48
5	2	423.73
5	3	418.63
5	4	413.04
5	5	410.73
5	6	407.39
6	1	391.97
6	2	426.54
6	3	899.10
6	4	467.99
6	5	758.62
6	6	502.04
