8	20.43	12.58	47.95
13	14.57	12.22	38.68
18	13.45	10.25	37.07
23	11.64	9.51	35.08
28	10.66	9.41	38.12
33	7.74	8.46	35.22
38	7.63	8.08	33.72
43	7.34	6.29	34.73
48	7.08	5.81	38.27
53	7.08	5.85	39.29
58	5.62	5.65	38.91
63	5.53	5.89	38.62
68	5.35	10.89	37.69
73	5.4	10.49	37.37
78	4.88	9.61	36.92
83	4.78	5.29	36.85
88	4.73	5.37	37.09
93	4.77	8.83	37.23
98	4.83	8.59	36.71
103	2.74	10.64	36.81
108	2.7	10.12	38.83
113	2.7	10.03	38.58
118	2.72	9.35	38.33
123	2.84	8.9	38.12
128	2.38	8.02	38.23
133	2.24	7.78	37.72
138	2.22	7.49	38.19
143	2.15	8.25	37.95
148	2.13	7.95	37.79
153	2.09	7.71	37.5
158	2.02	7.2	37.85
163	1.88	6.63	37.59
168	1.9	6.58	37.64
173	1.57	6.53	37.35
178	1.55	6.26	37.67
183	1.54	5.9	37.67
188	1.53	6.26	37.9
193	1.51	6.66	38.22
198	1.51	6.95	38.45
203	1.51	6.68	38.69
208	1.47	5.76	38.52
213	1.55	5.3	38.43
218	1.52	5.23	38.32
223	1.55	5.04	37.94
228	1.54	4.28	38.14
233	1.53	4.29	38.22
238	1.48	3.91	37.92
243	1.51	3.86	37.93
248	1.48	4.59	38.89
253	1.47	4.47	38.81
258	1.4	4.59	38.48
263	1.42	4.52	38.48
