433	-22.12
432	-23.15
431	-23.28
430	-23.3
429	-23.35
428	-23.41
427	-23.43
426	-23.48
425	-23.41
424	-23.46
423	-23.49
422	-23.53
421	-23.59
420	-23.64
419	-23.28
418	-23.34
417	-23.43
416	-23.48
415	-23.54
414	-23.6
413	-23.88
412	-23.94
411	-24.49
410	-24.41
409	-25.24
408	-24.34
407	-24.4
406	-23.72
405	-23.14
404	-23.2
403	-23.25
402	-23.34
401	-23.4
400	-23.2
399	-23.26
398	-23.32
397	-23.38
396	-23.4
395	-23.46
394	-23.53
393	-24.53
392	-24.59
391	-24.88
390	-25.01
389	-25.06
388	-25.12
387	-25.21
386	-25.27
385	-25.34
384	-25.4
383	-25.26
382	-25.32
381	-25.12
380	-24.38
379	-24.44
378	-23.91
377	-23.98
376	-24.12
375	-24.17
374	-24.24
373	-24.04
372	-24.74
371	-24.81
370	-24.87
369	-23.91
368	-23.98
367	-24.04
366	-24.14
365	-24.21
364	-24.36
363	-24.42
362	-24.49
361	-24.5
360	-24.57
359	-24.64
358	-24.79
357	-22.41
356	-22.47
355	-22.36
354	-22.45
353	-22.52
352	-22.43
351	-22.49
350	-22.84
349	-22.91
348	-22.99
347	-25.29
346	-25.36
345	-25.43
344	-21.26
343	-21.53
342	-21.71
341	-22.38
340	-22.46
339	-22.03
338	-22.11
337	-22.21
336	-22.28
335	-22.12
334	-22.31
333	-22.31
332	-22.16
331	-21.97
330	-23.43
329	-23.52
328	-22.36
327	-22.42
326	-22.49
325	-22.56
324	-22.36
323	-21.29
322	-21.24
321	-21.31
320	-21.38
319	-21.44
318	-21.64
317	-21.64
316	-21.75
315	-21.82
314	-21.9
313	-21.97
312	-22.07
311	-23.98
310	-22.18
309	-22.25
308	-22.33
307	-22.35
306	-21.94
305	-21.01
304	-21.08
303	-21.15
302	-21.22
301	-21.29
300	-20.88
299	-20.99
298	-19.06
297	-19.15
296	-17.93
295	-18.17
294	-18.23
293	-18.46
292	-18.48
291	-18.54
290	-19.07
289	-19.14
288	-20.1
287	-20.2
286	-20.07
285	-20.1
284	-20.17
283	-18.29
282	-18.38
281	-18.45
280	-17.52
279	-18.48
278	-18.55
277	-18.61
276	-18.68
275	-18.27
274	-18.33
273	-18.41
272	-17.43
271	-17.5
270	-17.58
269	-17.8
268	-16.26
267	-17.09
266	-16.53
265	-16.59
264	-16.61
263	-16.06
262	-16.12
261	-16.23
260	-16.22
259	-16.33
258	-14.9
257	-15.12
256	-14.56
255	-14.54
254	-14.59
253	-14.52
252	-14.8
251	-14.91
250	-14.98
249	-15.04
248	-15.02
247	-14.56
246	-13.57
245	-13.13
244	-13.16
243	-13.22
242	-13.27
241	-12.93
240	-12.99
239	-10.92
238	-10.93
237	-10.21
236	-10.21
235	-9.76
234	-9.8
233	-9.85
232	-9.89
231	-9.93
230	-9.25
229	-9.29
