8	10.3	17.53	47.35
13	6.67	0	47.35
18	4.57	0	47.35
23	3.34	0	47.35
28	3.67	0	47.35
33	3.25	0	47.35
38	3.43	0	47.35
43	2.64	0	47.35
48	2.45	0	47.35
53	2.77	0	47.35
58	2.36	0	47.35
63	2.62	0	47.35
68	2.37	0	47.35
73	2.31	0	47.35
78	1.68	0	47.35
83	1.64	0	47.35
88	1.62	0	47.35
93	1.67	0	47.35
98	1.56	0	47.35
103	1.54	0	47.35
108	1.28	0	47.35
113	1.28	0	47.35
118	1.33	0	47.35
123	1.33	0	47.35
128	1.33	0	47.35
133	1.33	0	47.35
138	1.23	0	47.35
143	1.23	0	47.35
148	1.24	0	47.35
153	1.26	0	47.35
158	1.26	0	47.35
163	1.38	0	47.35
168	1.42	0	47.35
173	1.42	0	47.35
178	1.33	0	47.35
183	1.33	0	47.35
188	1.32	0	47.35
193	1.27	0	47.35
198	1.27	0	47.35
203	1.25	0	47.35
208	1.17	0	47.35
213	1.24	0	47.35
218	1.27	0	47.35
223	1.31	0	47.35
228	1.3	0	47.35
233	1.31	0	47.35
238	1.32	0	47.35
243	1.33	0	47.35
248	1.32	0	47.35
253	1.32	0	47.35
258	1.3	0	47.35
263	1.3	0	47.35
268	1.3	0	47.35
273	1.29	0	47.35
