146	2.23	3.85	40.12
147	2.23	4.97	40.04
148	2.25	4.96	39.94
149	2.25	5.51	39.96
150	2.24	5.51	39.88
151	2.24	5.73	39.84
152	2.23	5.73	39.51
153	2.23	5.6	39.46
154	2.23	5.57	39.46
155	2.23	5.63	39.45
156	2.23	5.15	39.48
157	2.24	5.18	39.4
158	2.24	5.18	39.34
159	2.24	5.04	39.25
160	2.24	5.02	39.25
161	2.24	5.01	39.21
162	2.15	4.97	39.58
163	2.15	4.75	39.53
164	2.15	4.81	39.76
165	2.12	4.78	39.8
166	2.12	5.01	39.72
167	2.12	5.02	39.72
168	2.12	5.01	39.71
169	2.12	4.81	39.72
170	2.13	4.82	40.14
171	2.18	4.89	40.06
172	2.17	6.17	39.95
173	2.16	5.86	39.83
174	2.17	5.8	39.84
175	2.14	5.41	39.77
176	2.13	5.46	39.67
177	2.11	5.43	39.6
178	2.11	5.45	39.56
179	2.12	5.38	39.69
180	2.11	5.35	39.63
181	2.11	5.59	39.58
182	2.06	5.61	39.83
183	2.06	5.62	39.83
184	2.06	5.5	39.77
185	2.06	5.53	39.62
186	2.06	5.55	39.59
187	2.06	5.53	39.57
188	2.06	5.49	39.38
189	2.06	5.5	39.57
190	2.06	5.48	39.58
191	2.05	5.77	39.54
192	2.05	5.71	39.56
193	2.01	5.71	39.5
194	2.0	5.69	39.43
195	1.98	5.67	39.45
196	1.98	5.47	39.36
197	1.98	5.35	39.36
198	1.97	5.41	39.32
199	1.95	5.06	39.28
200	1.93	5.04	39.27
201	1.93	5.06	39.24
202	1.93	5.26	39.23
203	1.93	4.97	39.23
204	1.94	4.88	39.18
205	1.94	4.94	39.12
206	1.94	5.0	39.04
207	1.9	4.89	38.88
208	1.9	4.97	38.86
209	1.9	4.91	38.81
210	1.91	4.92	38.8
211	1.91	4.95	38.63
212	1.91	4.84	38.46
213	1.91	4.86	38.45
214	1.91	4.89	38.33
215	1.91	4.8	38.28
216	1.87	4.68	38.22
217	1.87	4.63	38.33
218	1.87	4.7	38.4
219	1.84	4.64	38.2
220	1.85	4.58	38.2
221	1.85	4.59	38.19
222	1.85	4.63	38.49
223	1.85	4.71	38.48
224	1.85	4.62	38.37
225	1.79	4.58	38.66
226	1.79	4.58	38.58
227	1.75	4.58	38.47
228	1.77	4.68	38.43
229	1.77	4.47	38.44
230	1.74	4.44	38.43
231	1.61	4.47	38.39
232	1.63	4.45	38.41
233	1.63	4.38	38.5
234	1.63	4.38	38.38
235	1.63	4.58	38.38
236	1.63	5.31	38.54
237	1.63	5.28	38.56
238	1.63	5.26	38.68
239	1.63	5.29	38.68
240	1.63	4.99	38.64
241	1.63	4.77	38.64
242	1.63	6.07	38.92
243	1.63	6.06	38.89
244	1.63	6.0	38.9
245	1.64	5.87	38.84
246	1.63	5.86	38.84
247	1.63	5.77	38.85
248	1.63	5.66	38.82
249	1.63	5.4	38.94
250	1.62	5.35	38.94
251	1.62	5.19	38.95
252	1.62	5.08	38.9
253	1.63	5.3	38.91
254	1.63	5.29	38.89
255	1.63	5.29	38.91
256	1.63	5.34	38.73
257	1.66	5.06	38.72
258	1.64	4.98	38.67
259	1.64	4.93	38.64
260	1.64	4.93	38.65
261	1.61	4.89	38.64
262	1.69	4.94	38.6
263	1.66	4.94	38.56
264	1.69	4.76	38.56
265	1.69	4.72	38.57
266	1.69	4.83	38.7
267	1.69	4.83	38.7
268	1.69	4.82	38.7
269	1.69	4.74	38.64
270	1.69	4.77	38.61
271	1.69	4.78	38.62
272	1.67	4.08	38.64
273	1.52	4.06	38.6
274	1.52	4.07	38.54
275	1.56	4.11	38.54
276	1.56	4.1	38.53
277	1.55	4.03	38.47
278	1.55	3.83	38.49
279	1.56	3.85	38.45
280	1.58	3.76	38.48
281	1.58	3.79	38.44
282	1.58	3.82	38.4
283	1.56	3.83	38.37
284	1.56	3.79	38.33
285	1.56	3.74	38.37
286	1.59	3.74	38.36
287	1.59	3.75	38.35
288	1.59	3.82	38.31
289	1.59	3.82	38.27
290	1.58	3.85	38.23
291	1.58	3.99	38.23
292	1.58	3.99	38.19
293	1.58	4.07	38.17
294	1.58	4.05	38.17
295	1.58	4.03	38.17
296	1.58	4.02	38.25
297	1.57	4.02	38.24
298	1.57	3.87	38.25
299	1.57	3.87	38.26
300	1.54	3.81	38.3
301	1.53	3.81	38.31
302	1.53	3.82	38.32
303	1.52	3.82	38.32
304	1.52	3.88	38.19
305	1.49	3.91	38.14
306	1.45	3.81	38.17
307	1.45	3.7	38.1
308	1.45	3.68	38.1
309	1.44	3.67	38.05
310	1.43	3.67	38.01
311	1.43	3.7	37.82
312	1.43	3.74	37.82
313	1.43	3.74	37.81
314	1.43	3.88	37.83
315	1.43	3.86	37.83
316	1.43	3.87	37.81
317	1.33	3.74	37.78
318	1.33	3.69	37.75
319	1.34	3.76	37.74
320	1.34	3.72	37.65
321	1.34	3.74	37.71
322	1.34	3.72	37.58
323	1.06	3.64	37.57
324	1.06	3.68	37.58
325	1.06	3.69	37.47
326	1.06	3.64	37.47
327	1.06	3.63	37.63
328	1.06	3.72	37.64
329	1.04	3.72	37.52
330	1.03	3.72	37.62
331	1.03	3.73	37.68
332	1.03	3.72	37.82
333	1.03	3.64	37.79
334	1.03	3.64	37.79
335	1.01	3.64	37.83
336	1.01	3.65	37.99
337	1.01	3.67	37.96
338	0.98	3.67	37.93
339	1.01	3.64	37.89
340	1.02	3.57	37.86
341	1.02	3.57	37.85
342	1.05	3.64	37.83
343	1.04	3.63	37.8
344	1.04	3.61	37.77
345	1.04	3.65	37.76
346	1.04	3.63	37.74
347	1.04	3.67	37.75
348	1.04	3.59	37.63
349	1.03	3.51	37.63
350	1.03	3.52	37.64
