8	6.25	99.87	25.11
13	4.82	0	25.11
18	3.85	0	25.11
23	2.89	0	25.11
28	2.75	0	25.11
33	2.75	0	25.11
38	2.67	0	25.11
43	2.66	0	25.11
48	2.64	0	25.11
53	2.64	0	25.11
58	2.56	0	25.11
63	2.54	0	25.11
68	2.76	0	25.11
73	2.72	0	25.11
78	2.48	0	25.11
83	2.46	0	25.11
88	2.7	0	25.11
93	2.44	0	25.11
98	2.43	0	25.11
103	2.51	0	25.11
108	2.25	0	25.11
113	2.22	0	25.11
118	2.25	0	25.11
123	2.04	0	25.11
128	2.01	0	25.11
133	1.99	0	25.11
138	1.95	0	25.11
143	1.93	0	25.11
148	1.89	0	25.11
153	1.9	0	25.11
158	1.89	0	25.11
163	1.85	0	25.11
168	1.84	0	25.11
173	1.84	0	25.11
178	1.82	0	25.11
183	1.89	0	25.11
188	1.91	0	25.11
193	1.91	0	25.11
198	1.87	0	25.11
203	1.78	0	25.11
208	1.45	0	25.11
213	1.42	0	25.11
218	1.34	0	25.11
223	1.23	0	25.11
228	1.0	0	25.11
233	1.0	0	25.11
238	0.98	0	25.11
243	0.93	0	25.11
